27:13.5,,,,,,,,,,,,
,,,,,,,,,,,,
Time Stamp,Inlet Pressure (psia),Outlet Pressure (psia),Slim Tube 1 (C),Slim Tube 2 (C),Slim Tube 3 (C),Slim Tube 4 (C),Slim Tube 5 (C),Room Temp. (C), Box Temp (C),Excitation Voltage (VDC),Inlet Pressure (VDC),Outlet Pressure (VDC)Top Confining Temp (VDC)
45:13.7,1143.285601,1014.124284,-9999,8.299107,6.664734,0,0,0,0,1.929257,1.409745,0
48:13.7,1143.424923,1014.216211,-9999,8.286696,6.657973,0,0,0,0,1.929368,1.409782,0
51:13.7,1143.469311,1014.187016,-9999,8.291797,6.676148,0,0,0,0,1.929404,1.40977,0
54:13.7,1143.469949,1014.005705,-9999,8.308008,6.732673,0,0,0,0,1.929404,1.409698,0
57:13.7,1143.850332,1014.943917,-9999,8.770483,7.398685,0,0,0,0,1.929708,1.410072,0
00:13.7,1144.101416,1016.103209,-9999,9.24569,7.086323,0,0,0,0,1.929909,1.410534,0
03:13.7,1143.591969,1015.080162,-9999,9.086905,6.7798,0,0,0,0,1.929502,1.410126,0
06:13.7,1142.952275,1014.453137,-9999,8.929411,6.726743,0,0,0,0,1.92899,1.409876,0
09:13.7,1142.60516,1013.897881,-9999,8.806757,6.706488,0,0,0,0,1.928713,1.409655,0
12:13.7,1142.437156,1013.576254,-9999,8.737525,6.719656,0,0,0,0,1.928579,1.409526,0
15:13.7,1142.473727,1013.310174,-9999,8.651803,6.708288,0,0,0,0,1.928608,1.40942,0
18:13.7,1142.579241,1013.38132,-9999,8.576473,6.72727,0,0,0,0,1.928692,1.409449,0
21:13.7,1142.625958,1013.540382,-9999,8.525685,6.701321,0,0,0,0,1.92873,1.409512,0
24:13.7,1142.679129,1013.580323,-9999,8.492659,6.706674,0,0,0,0,1.928772,1.409528,0
27:13.7,1142.947187,1013.749501,-9999,8.430309,6.694131,0,0,0,0,1.928986,1.409595,0
30:13.7,1142.945584,1013.660672,-9999,8.409998,6.681772,0,0,0,0,1.928985,1.40956,0
33:13.7,1142.953845,1013.487051,-9999,8.391509,6.687298,0,0,0,0,1.928992,1.409491,0
36:13.7,1142.987262,1013.41245,-9999,8.395214,6.677774,0,0,0,0,1.929018,1.409461,0
39:13.7,1143.016649,1013.392683,-9999,8.414722,6.695121,0,0,0,0,1.929042,1.409453,0
42:13.7,1142.968673,1013.339169,-9999,8.405764,6.690555,0,0,0,0,1.929003,1.409432,0
45:13.7,1142.928481,1013.612175,-9999,8.386324,6.710429,0,0,0,0,1.928971,1.409541,0
48:13.7,1142.900744,1013.538961,-9999,8.389099,6.70471,0,0,0,0,1.928949,1.409512,0
51:13.7,1142.893949,1013.309568,-9999,8.378593,6.702224,0,0,0,0,1.928944,1.40942,0
54:13.7,1142.880807,1013.3626,-9999,8.373531,6.718487,0,0,0,0,1.928933,1.409441,0
57:13.7,1142.850501,1013.377923,-9999,8.319085,6.679867,0,0,0,0,1.928909,1.409447,0
00:13.7,1142.814486,1013.279344,-9999,8.298703,6.684549,0,0,0,0,1.92888,1.409408,0
03:13.7,1142.818596,1013.154178,-9999,8.298478,6.676172,0,0,0,0,1.928883,1.409358,0
06:13.7,1142.768113,1013.37387,-9999,8.308301,6.692541,0,0,0,0,1.928843,1.409446,0
09:13.7,1142.713003,1013.192982,-9999,8.312345,6.694074,0,0,0,0,1.928799,1.409374,0
12:13.7,1142.649838,1012.994054,-9999,8.322098,6.703864,0,0,0,0,1.928749,1.409294,0
15:13.7,1142.613247,1012.838896,-9999,8.316582,6.689656,0,0,0,0,1.928719,1.409232,0
18:13.8,1142.604799,1013.331852,-9999,8.336334,6.699864,0,0,0,0,1.928713,1.409429,0
21:13.8,1142.569948,1013.128098,-9999,8.339502,6.726957,0,0,0,0,1.928685,1.409348,0
24:13.8,1142.489905,1013.010715,-9999,8.348226,6.711416,0,0,0,0,1.928621,1.409301,0
27:13.8,1142.48848,1012.942858,-9999,8.352202,6.714053,0,0,0,0,1.92862,1.409274,0
30:13.8,1142.371846,1012.974544,-9999,8.387067,6.73749,0,0,0,0,1.928526,1.409287,0
33:13.8,1142.330656,1013.100823,-9999,8.389667,6.728598,0,0,0,0,1.928493,1.409337,0
36:13.8,1142.308254,1012.953987,-9999,8.367144,6.736399,0,0,0,0,1.928476,1.409278,0
39:13.8,1142.238076,1012.950707,-9999,8.388005,6.740398,0,0,0,0,1.928419,1.409277,0
42:13.8,1142.213508,1012.899619,-9999,8.3926,6.734359,0,0,0,0,1.9284,1.409257,0
45:13.8,1142.184635,1013.043755,-9999,8.406557,6.724867,0,0,0,0,1.928377,1.409314,0
48:13.8,1142.135615,1012.928772,-9999,8.401407,6.750674,0,0,0,0,1.928338,1.409268,0
51:13.8,1142.093455,1012.896114,-9999,8.396418,6.751291,0,0,0,0,1.928304,1.409255,0
