21:04.4,,,,,,,,,,,,
,,,,,,,,,,,,
Time Stamp,Inlet Pressure (psia),Outlet Pressure (psia),Slim Tube 1 (C),Slim Tube 2 (C),Slim Tube 3 (C),Slim Tube 4 (C),Slim Tube 5 (C),Room Temp. (C), Box Temp (C),Excitation Voltage (VDC),Inlet Pressure (VDC),Outlet Pressure (VDC)Top Confining Temp (VDC)
37:04.6,892.749095,752.751933,-9999,6.693962,5.775873,0,0,0,0,1.729012,1.305538,27
38:04.6,893.01095,738.404587,-9999,6.718451,5.670173,0,0,0,0,1.729221,1.299818,27.25
39:04.6,892.345237,739.365258,-9999,6.732346,5.566142,0,0,0,0,1.728689,1.300201,27.983333
40:04.6,892.982015,738.856006,-9999,6.690456,5.513877,0,0,0,0,1.729198,1.299998,28
41:04.6,892.433981,738.043093,-9999,6.629852,5.558456,0,0,0,0,1.72876,1.299674,28
42:04.6,891.979897,738.619869,-9999,6.622487,5.633358,0,0,0,0,1.728397,1.299904,28
43:04.6,892.506703,738.247486,-9999,6.627546,5.567085,0,0,0,0,1.728818,1.299756,28
44:04.6,892.25673,738.697934,-9999,6.609147,5.544791,0,0,0,0,1.728618,1.299935,28
45:04.6,892.218336,737.620876,-9999,6.613232,5.530962,0,0,0,0,1.728588,1.299506,28
46:04.6,892.036884,738.283865,-9999,6.631864,5.570576,0,0,0,0,1.728443,1.29977,28
47:04.6,891.136175,738.080642,-9999,6.629291,5.566488,0,0,0,0,1.727723,1.299689,28
48:04.6,891.126729,735.510963,-9999,6.638561,5.556573,0,0,0,0,1.727715,1.298665,28
49:04.6,890.664095,738.157935,-9999,6.642304,5.602589,0,0,0,0,1.727345,1.29972,28
50:04.6,891.22078,738.042046,-9999,6.663854,5.591156,0,0,0,0,1.72779,1.299674,28
51:04.6,891.25005,737.971681,-9999,6.651725,5.604709,0,0,0,0,1.727814,1.299646,28
52:04.6,891.607821,739.091446,-9999,6.669539,5.618712,0,0,0,0,1.7281,1.300092,28
53:04.6,890.618368,738.939852,-9999,6.697284,5.587003,0,0,0,0,1.727309,1.300032,28
54:04.6,890.724537,743.346354,-9999,6.674388,5.616655,0,0,0,0,1.727394,1.301789,28
55:04.6,890.572381,748.810031,-9999,6.679598,5.897259,0,0,0,0,1.727272,1.303967,28
